,ball skills,physical,postions_Player,defence,mental,shooting,passing,hight,wight,age,value
Sergi Gómez,63.5,62.857142857142854,CB,77.5,67.16666666666667,46.625,65.33333333333333,185,76,29,7000000
Nicolas Pallois,60.5,57.857142857142854,CB,76.0,62.833333333333336,54.125,65.33333333333333,189,89,34,3600000
Ricardo Rodríguez,75.0,71.85714285714286,CB,75.5,71.66666666666667,72.375,76.0,182,77,29,7000000
Kevin Vogt,70.0,63.857142857142854,CB,76.0,71.16666666666667,59.25,76.0,194,87,30,6500000
Néstor Araújo,61.0,65.14285714285714,CB,78.5,59.333333333333336,48.25,56.666666666666664,188,87,30,6500000
Daniel Carriço,61.0,59.57142857142857,CB,77.5,70.83333333333333,54.875,70.33333333333333,183,84,33,4900000
Aleksandar Dragović,64.0,65.85714285714286,CB,77.5,71.83333333333333,54.125,64.66666666666667,186,84,30,
Luke Ayling,73.0,70.85714285714286,CB,77.5,69.16666666666667,51.25,67.66666666666667,185,72,30,6500000
Romain Thomas,49.5,51.714285714285715,CB,78.5,60.166666666666664,42.375,59.666666666666664,193,84,33,3600000
Martín Cáceres,67.0,74.85714285714286,CB,77.0,68.66666666666667,58.0,65.33333333333333,180,78,34,2400000
Domenico Criscito,72.5,70.85714285714286,CB,79.5,74.33333333333333,66.25,76.66666666666667,183,75,34,2400000
Dante,66.0,55.142857142857146,CB,78.5,67.0,56.375,69.33333333333333,189,91,37,1300000
Javier Pinola,69.0,68.0,CB,76.0,73.5,60.75,70.66666666666667,180,79,38,1300000
Mingueza,64.0,73.57142857142857,CB,75.0,65.66666666666667,42.625,71.0,184,77,22,12000000
Attila Szalai,56.5,70.85714285714286,CB,75.0,58.5,35.0,65.66666666666667,192,83,23,11500000
Domenico Criscito,72.5,70.85714285714286,CB,79.5,74.33333333333333,66.25,76.66666666666667,183,75,34,2400000
Dante,66.0,55.142857142857146,CB,78.5,67.0,56.375,69.33333333333333,189,91,37,1300000
Javier Pinola,69.0,68.0,CB,76.0,73.5,60.75,70.66666666666667,180,79,38,1300000
Mingueza,64.0,73.57142857142857,CB,75.0,65.66666666666667,42.625,71.0,184,77,22,12000000
Joško Gvardiol,72.5,76.71428571428571,CB,71.0,70.0,59.625,68.33333333333333,185,80,19,12500000
Laquintana,72.0,69.85714285714286,CB,77.0,74.83333333333333,55.25,72.33333333333333,181,74,22,12500000
Dávid Hancko,69.5,70.85714285714286,CB,75.0,69.16666666666667,61.875,47.666666666666664,188,80,23,11500000
Amos Pieper,54.5,64.57142857142857,CB,79.5,61.166666666666664,39.625,54.666666666666664,191,84,23,7000000
Vítor Tormena,63.0,53.57142857142857,CB,78.5,62.5,40.625,66.0,192,84,25,6500000
Marash Kumbulla,56.0,62.285714285714285,CB,77.0,61.666666666666664,37.375,54.666666666666664,191,78,21,8000000
Nehuén Pérez,44.5,62.142857142857146,CB,77.0,59.5,33.375,48.666666666666664,186,75,21,12000000
Leonardo Balerdi,64.5,69.28571428571429,CB,75.5,59.0,42.125,62.333333333333336,187,76,22,9000000
Giangiacomo Magnani,50.5,66.85714285714286,CB,78.0,56.333333333333336,39.5,51.666666666666664,191,87,26,7500000
Ferro,61.5,56.714285714285715,CB,76.0,68.83333333333333,44.25,57.0,191,78,24,8000000
Calero,68.0,71.71428571428571,CB,77.0,69.0,50.375,68.66666666666667,183,71,26,7000000
Murilo,56.5,69.57142857142857,CB,76.5,61.166666666666664,40.875,58.0,188,78,24,7500000
Marin Pongračić,64.0,68.14285714285714,CB,74.5,60.833333333333336,33.75,51.333333333333336,190,95,24,8000000
Christian Luyindama,52.0,70.0,CB,73.0,60.333333333333336,39.75,49.666666666666664,191,91,27,6000000
Facundo Medina,68.5,50.714285714285715,CB,76.5,45.166666666666664,37.875,42.666666666666664,184,77,22,8000000
Dylan Bronn,65.5,68.71428571428571,CB,76.0,69.16666666666667,62.5,69.33333333333333,185,77,26,6500000
Luis Abram,60.5,70.0,CB,74.5,63.666666666666664,46.0,59.0,182,76,25,7500000
Joaquín,61.5,62.857142857142854,CB,75.5,69.83333333333333,50.5,59.333333333333336,190,72,25,10000000
Rafael Cachoira,60.0,56.857142857142854,CB,79.5,62.0,50.875,66.0,188,84,21,6000000
Duirval Diniz,50.0,62.57142857142857,CB,79.0,59.0,51.375,57.666666666666664,187,82,25,5500000
Davi Parrela,51.5,58.714285714285715,CB,79.0,62.833333333333336,47.125,59.333333333333336,191,88,21,6000000
Cris Laranjeiros,64.0,71.14285714285714,CB,75.5,66.83333333333333,50.625,66.0,185,85,29,4700000
Juli Freitinho,57.0,51.42857142857143,CB,78.0,65.5,51.5,56.666666666666664,192,91,21,6000000
César Montes,64.0,69.42857142857143,CB,75.5,70.0,48.5,62.0,191,70,24,11500000
Alexander Barboza,65.0,63.42857142857143,CB,72.5,69.0,59.375,60.666666666666664,193,70,26,6500000
Fali,60.0,59.42857142857143,CB,76.5,66.66666666666667,57.75,65.33333333333333,186,84,28,6000000
Waldemar Anton,65.0,68.71428571428571,CB,0.0,30.0,38.375,36.333333333333336,189,84,25,7000000
Vitor Hugo,44.0,64.42857142857143,CB,78.0,61.0,41.0,39.0,187,80,30,4600000
Andrei Girotto,68.5,63.57142857142857,CB,76.5,68.5,62.75,70.0,186,79,29,4700000
Vallejo,63.0,66.71428571428571,CB,76.5,65.5,42.375,61.333333333333336,184,79,24,7000000
Kristoffer Ajer,73.0,53.285714285714285,CB,75.0,66.0,54.0,64.0,196,94,23,11500000
Stefan Posch,42.0,65.28571428571429,CB,79.5,58.666666666666664,35.375,54.0,189,82,24,7000000
Aaron Long,62.5,79.0,CB,74.5,66.0,43.125,56.333333333333336,185,86,29,5500000
Sverrir Ingi Ingason,56.0,66.85714285714286,CB,76.5,67.16666666666667,52.125,56.666666666666664,188,83,28,6000000
Jonathan Gradit,35.0,46.57142857142857,CB,75.5,25.5,31.375,64.33333333333333,180,75,28,5500000
Jaïro Riedewald,71.0,64.28571428571429,CB,74.5,69.83333333333333,60.125,74.0,182,79,25,7000000
Martin Valjent,64.0,74.71428571428571,CB,79.5,61.166666666666664,43.25,55.0,187,83,25,7500000
Sebastián Vegas,67.5,74.71428571428571,CB,75.0,68.83333333333333,53.625,66.33333333333333,180,75,24,10500000
A.Fofana,61.5,74.85714285714286,CB,76.5,63.833333333333336,54.0,60.333333333333336,178,70,33,2700000
Wendell,79.0,74.14285714285714,CB,69.5,73.33333333333333,55.375,69.33333333333333,176,72,28,5500000
Nikola Maksimović,55.0,62.714285714285715,CB,76.5,60.0,34.25,54.333333333333336,193,87,29,4700000
Cristian Lema,41.5,50.142857142857146,CB,76.0,64.5,57.75,55.333333333333336,192,93,31,3800000
Lautaro Giannetti,56.5,69.57142857142857,CB,78.5,60.0,38.0,54.666666666666664,184,79,27,6000000
Paolo Goltz,60.0,64.42857142857143,CB,74.0,68.83333333333333,63.75,65.0,184,82,36,1000000
Postigo,59.0,64.57142857142857,CB,78.0,61.333333333333336,42.625,58.333333333333336,185,78,32,3600000
Stefan Medina,67.0,74.85714285714286,CB,73.0,70.16666666666667,51.5,68.66666666666667,180,72,29,4900000
William Tesillo,69.0,64.28571428571429,CB,76.0,61.5,34.75,71.33333333333333,184,78,31,3800000
Fábio Cardoso,64.0,68.28571428571429,CB,76.5,61.0,38.5,55.666666666666664,187,81,27,6500000
Paweł Dawidowicz,61.5,64.71428571428571,CB,77.0,68.16666666666667,51.0,59.333333333333336,189,80,26,6500000
Jack O'Connell,30.5,37.857142857142854,CB,0.0,41.5,32.375,68.66666666666667,191,85,27,
Andreas Maxsø,55.0,65.57142857142857,CB,75.5,60.166666666666664,45.875,61.333333333333336,191,87,27,6000000
Alexander Scholz,69.0,71.28571428571429,CB,75.5,73.0,53.75,66.0,189,84,28,5500000
Ibrahim Amadou,72.0,71.0,CB,73.5,69.0,55.375,66.66666666666667,183,81,28,5500000
Kortney Hause,60.5,66.0,CB,74.0,61.166666666666664,44.875,64.0,191,77,26,6000000
Christopher Jullien,61.0,62.285714285714285,CB,74.0,68.5,48.75,66.33333333333333,196,88,28,5500000
Sead Kolašinac,73.0,71.85714285714286,CB,71.5,73.0,59.0,68.33333333333333,183,82,28,5000000
Adam Webster,69.0,68.28571428571429,CB,75.5,62.166666666666664,34.75,64.33333333333333,191,75,26,7500000
Calum Chambers,70.5,68.57142857142857,CB,76.0,68.83333333333333,56.875,72.0,182,82,26,6500000
John Egan,61.5,68.71428571428571,CB,75.5,62.5,47.375,57.333333333333336,185,75,28,5500000
Koray Günter,61.5,68.57142857142857,CB,76.5,61.666666666666664,35.625,58.333333333333336,184,79,27,6000000
Federico Fernández,54.5,58.0,CB,77.0,64.83333333333333,39.75,56.0,190,83,32,3600000
Marcos Rojo,64.5,66.71428571428571,CB,74.5,69.66666666666667,62.125,70.66666666666667,186,82,31,5000000
Ermin Bičakčić,45.5,65.0,CB,75.5,62.333333333333336,42.875,52.0,185,85,31,3800000
Pulido,53.5,59.57142857142857,CB,76.0,59.666666666666664,46.375,54.333333333333336,186,72,30,4600000
Adama Soumaoro,54.0,66.28571428571429,CB,74.5,59.666666666666664,42.5,62.0,187,91,29,5000000
Arbilla,68.5,66.42857142857143,CB,73.0,69.0,66.125,74.0,178,76,34,1800000
Sergio Álvarez,68.0,69.14285714285714,CB,71.5,73.33333333333333,60.125,67.0,183,74,29,4800000
Grant Hanley,50.5,60.0,CB,76.5,60.666666666666664,37.375,45.666666666666664,187,81,29,4700000
Dan Burn,61.5,53.0,CB,76.0,63.333333333333336,43.625,67.33333333333333,198,87,29,4700000
Pontus Jansson,63.5,58.42857142857143,CB,76.5,63.666666666666664,48.375,52.666666666666664,194,86,30,4600000
Christian Kabasele,62.5,65.57142857142857,CB,76.0,62.166666666666664,48.875,56.333333333333336,188,84,30,4600000
Balenziaga,70.0,74.57142857142857,CB,73.5,68.33333333333333,53.0,73.33333333333333,177,77,33,2900000
Liam Cooper,57.5,64.0,CB,76.0,63.5,39.25,60.333333333333336,187,73,30,4700000
Benjamin Hübner,58.5,48.57142857142857,CB,78.5,65.16666666666667,43.875,56.0,193,86,32,3800000
Ondřej Čelůstka,31.5,67.85714285714286,CB,75.5,33.0,45.375,0.0,186,83,32,3600000
Kiko Olivas,61.5,59.285714285714285,CB,77.5,68.16666666666667,48.0,62.0,186,71,33,3600000
Leroy Fer,72.5,68.85714285714286,CB,70.0,71.0,63.375,74.66666666666667,188,78,31,3900000
Ismaël Traoré,48.5,63.714285714285715,CB,75.5,63.0,43.625,58.666666666666664,184,87,35,1800000
Mamadou Sakho,55.0,59.42857142857143,CB,74.0,66.33333333333333,40.625,67.0,187,83,31,3800000
Ciaran Clark,54.5,60.0,CB,77.5,65.66666666666667,54.375,53.333333333333336,185,88,32,3800000
Federico Fazio,59.5,45.714285714285715,CB,77.5,63.166666666666664,43.5,56.0,195,85,34,1800000
Fabian Lustenberger,65.0,64.14285714285714,CB,78.0,65.83333333333333,42.875,61.0,182,73,33,2700000
Ritchie De Laet,68.0,75.85714285714286,CB,76.0,71.5,48.0,68.0,186,76,32,3600000
James Tomkins,50.5,47.142857142857146,CB,77.0,65.83333333333333,38.875,57.666666666666664,192,74,32,3600000
Gustavo Cabral,55.0,58.42857142857143,CB,76.5,65.66666666666667,42.125,52.333333333333336,184,82,36,1500000
Thomas Vermaelen,59.5,57.0,CB,76.5,65.5,62.625,70.0,183,80,35,1500000
David Benny Couto,61.5,70.14285714285714,CB,77.5,62.666666666666664,44.125,53.666666666666664,190,80,20,7500000
Loïc Badé,64.5,63.57142857142857,CB,76.0,62.333333333333336,34.875,53.333333333333336,191,89,21,9000000
Tiago Djaló,63.5,71.57142857142857,CB,75.0,65.66666666666667,45.25,62.666666666666664,190,82,21,9000000
Ladislav Krejčí,33.0,39.57142857142857,CB,72.0,48.833333333333336,41.0,63.333333333333336,191,86,22,
Juan Escobar,64.5,65.85714285714286,CB,72.5,66.83333333333333,48.125,66.0,177,76,26,5000000
Jordan Teze,66.0,77.42857142857143,CB,75.5,66.33333333333333,45.875,66.33333333333333,183,68,22,8000000
Mykyta Burda,39.5,61.857142857142854,CB,77.0,58.833333333333336,32.25,45.0,187,80,26,5000000
Konstantinos Mavropanos,0.0,65.0,CB,0.0,45.0,30.25,32.0,194,89,23,
Perr Schuurs,68.5,55.57142857142857,CB,74.0,65.83333333333333,66.625,71.33333333333333,191,79,21,9000000
David Martínez,64.5,65.42857142857143,CB,73.5,44.666666666666664,40.5,19.333333333333332,182,76,23,8000000
Guerrero Iturri Vanheusden,66.5,65.85714285714286,CB,75.5,65.83333333333333,48.5,65.33333333333333,187,78,22,9000000
Omar Alderete,64.5,68.14285714285714,CB,73.5,65.66666666666667,54.25,64.0,188,77,24,6000000
David Hovorka,69.0,74.57142857142857,CB,73.5,65.33333333333333,46.5,62.333333333333336,179,73,28,4200000
Pablo Santos,52.0,70.0,CB,75.0,58.5,38.25,48.666666666666664,188,83,29,3900000
Pascal Struijk,64.5,62.0,CB,75.5,63.333333333333336,43.625,62.333333333333336,190,79,22,9000000
Ethan Pinnock,60.5,69.71428571428571,CB,74.0,64.83333333333333,43.125,58.666666666666664,194,79,28,4000000
Rodrigo Becão,47.0,56.57142857142857,CB,77.5,59.833333333333336,39.25,60.0,191,79,25,5500000
Kevin Danso,55.0,69.42857142857143,CB,73.5,60.0,39.625,48.0,190,87,23,6000000
Madger Gomes Osorio,51.5,61.857142857142854,CB,73.0,60.833333333333336,38.125,45.0,189,77,27,4800000
Kim Min Jae,27.0,75.14285714285714,CB,37.5,64.0,34.375,33.666666666666664,190,81,24,8000000
Anthony Caci,67.5,71.14285714285714,CB,72.0,66.66666666666667,54.125,70.66666666666667,186,74,24,6000000
Japhet Tanganga,69.0,73.71428571428571,CB,74.0,68.0,43.125,62.666666666666664,180,73,22,9000000
Santiago Cáseres,71.0,71.85714285714286,CB,69.0,70.16666666666667,53.5,68.0,177,77,24,6000000
Estevão Baldeiro,65.0,71.0,CB,77.0,64.5,60.75,59.0,186,85,25,4100000
Malang Sarr,64.0,72.0,CB,75.0,68.5,54.375,70.0,182,75,22,5500000
Jacob Rasmussen,62.0,65.57142857142857,CB,74.0,59.833333333333336,41.625,65.33333333333333,190,81,24,8000000
Konstantinos Laifis,70.0,69.14285714285714,CB,74.5,68.33333333333333,63.75,70.0,186,82,28,3600000
Carlos Quintana,52.0,57.714285714285715,CB,76.0,57.0,39.375,53.333333333333336,190,88,33,2000000
Ko Itakura,64.0,76.71428571428571,CB,76.5,60.333333333333336,39.0,54.333333333333336,186,75,24,6000000
Maximilian Wöber,64.5,72.0,CB,72.5,65.66666666666667,47.375,67.33333333333333,189,82,23,6000000
Axel Tuanzebe,68.0,73.57142857142857,CB,74.0,68.83333333333333,44.625,65.66666666666667,185,75,23,8000000
Jhon Lucumí,63.0,70.28571428571429,CB,73.5,59.833333333333336,35.25,69.33333333333333,187,84,23,8500000
Silvan Hefti,64.5,77.0,CB,71.0,64.33333333333333,53.125,67.0,183,80,23,6000000
Kaimo Lima,69.0,69.0,CB,75.0,68.0,65.875,73.66666666666667,188,77,25,4100000
Gérson Damesio,62.0,60.142857142857146,CB,77.5,57.666666666666664,38.125,54.333333333333336,182,80,29,3500000
Lino Essier,66.5,69.0,CB,74.5,66.16666666666667,54.625,70.66666666666667,183,77,29,3500000
Meirelinson,73.0,70.71428571428571,CB,75.0,63.5,51.25,68.33333333333333,182,79,29,3500000
Eltildo Correia,50.0,61.42857142857143,CB,77.0,65.0,57.625,67.66666666666667,188,78,29,3500000
Otávio Cairinho,50.0,66.28571428571429,CB,76.0,61.666666666666664,55.125,62.333333333333336,179,80,29,3500000
Caio Nunson,60.0,60.857142857142854,CB,74.5,61.833333333333336,57.5,60.333333333333336,185,85,21,4400000
Vinicius Cardenha,66.5,71.0,CB,71.0,62.833333333333336,52.125,64.66666666666667,179,73,29,3700000
Joseph Aidoo,41.5,75.57142857142857,CB,73.0,55.833333333333336,32.625,43.333333333333336,184,80,26,5500000
Bruno Valdez,55.5,67.14285714285714,CB,72.5,62.666666666666664,41.875,63.333333333333336,180,84,29,4000000
Almamy Touré,74.5,72.14285714285714,CB,72.0,67.83333333333333,52.25,69.33333333333333,183,81,25,5000000
Cristian Borja,69.5,77.0,CB,69.5,64.66666666666667,47.125,68.33333333333333,180,73,28,3800000
Omar Colley,53.0,66.28571428571429,CB,71.5,59.333333333333336,38.875,52.666666666666664,191,87,28,4000000
Rasmus Lauritsen,53.5,67.42857142857143,CB,76.5,65.66666666666667,47.125,60.333333333333336,189,78,25,5000000
Ola Aina,73.5,77.28571428571429,CB,70.0,67.33333333333333,57.5,69.33333333333333,184,82,25,5500000
Emanuel Aguilera,45.0,40.285714285714285,CB,79.0,62.5,61.125,52.333333333333336,187,93,32,2700000
Tosin Adarabioyo,57.0,67.28571428571429,CB,76.0,60.666666666666664,34.625,60.333333333333336,196,78,24,8500000
Miha Mevlja,56.5,67.42857142857143,CB,77.5,62.666666666666664,45.5,64.0,190,83,31,2900000
Patrick Mainka,52.5,59.57142857142857,CB,76.0,61.833333333333336,44.375,53.666666666666664,194,86,26,4400000
Nery Domínguez,69.0,66.57142857142857,CB,75.0,69.66666666666667,59.375,70.0,183,71,31,2900000
Rafael Delgado,72.5,79.85714285714286,CB,72.0,75.66666666666667,68.5,71.0,178,78,31,2900000
Brendan Chardonnet,56.5,67.0,CB,76.0,60.666666666666664,47.0,58.0,181,74,26,4900000
Jonathan Silva,72.5,72.71428571428571,CB,73.5,69.33333333333333,63.625,68.0,179,72,27,4400000
Paulo Díaz,68.5,75.0,CB,69.0,74.83333333333333,53.125,71.33333333333333,178,76,27,4400000
Walker Soulas,56.0,63.142857142857146,CB,72.0,64.66666666666667,50.375,58.0,191,89,28,4200000
Rani Khedira,62.5,63.285714285714285,CB,75.0,66.83333333333333,46.25,58.0,188,84,27,4300000
Kevin Akpoguma,31.5,66.42857142857143,CB,76.5,60.0,45.75,63.0,192,85,26,4600000
Jang Hyeon Soo,64.5,66.14285714285714,CB,79.0,61.166666666666664,36.75,61.333333333333336,183,83,30,3500000
Federico Ceccherini,61.5,67.0,CB,77.0,62.0,41.25,55.666666666666664,187,75,29,3900000
Christian Nørgaard,69.5,68.14285714285714,CB,75.0,69.83333333333333,60.375,69.66666666666667,187,77,27,4600000
Manuel Prietl,66.0,66.28571428571429,CB,74.0,68.33333333333333,48.0,61.666666666666664,187,79,30,3600000
André Ramalho,65.0,68.85714285714286,CB,74.0,69.5,61.125,65.0,182,78,29,3900000
Tobias Strobl,59.5,56.857142857142854,CB,75.0,70.5,51.375,65.66666666666667,188,87,31,3000000
Kenneth Omeruo,57.0,70.71428571428571,CB,73.0,60.333333333333336,36.25,56.666666666666664,184,84,28,
Filip Helander,55.0,57.0,CB,76.0,58.666666666666664,40.25,45.333333333333336,192,84,28,4200000
Sergiy Kryvtsov,47.5,69.42857142857143,CB,74.5,63.333333333333336,42.5,55.666666666666664,186,83,30,3500000
Patric,71.0,68.0,CB,75.5,68.83333333333333,51.625,69.33333333333333,184,72,28,4000000
Filip Novák,71.5,72.85714285714286,CB,71.0,71.16666666666667,63.625,69.66666666666667,184,78,31,3100000
Matija Nastasić,53.0,68.0,CB,74.0,65.83333333333333,48.75,60.666666666666664,188,83,28,3600000
Karim Rekik,61.0,68.71428571428571,CB,72.5,66.16666666666667,43.125,59.333333333333336,186,84,26,4900000
Paul Dummett,67.5,68.0,CB,76.5,66.0,46.5,67.33333333333333,183,82,30,3500000
David Pavelka,74.0,70.57142857142857,CB,69.0,72.0,63.25,70.33333333333333,185,78,30,3500000
Jack Stephens,68.5,62.714285714285715,CB,77.0,63.5,49.625,61.333333333333336,185,75,27,4500000
Toni Šunjić,31.5,58.142857142857146,CB,74.0,54.833333333333336,41.75,57.0,194,93,32,2700000
Adama Soumaoro,54.0,66.28571428571429,CB,74.5,59.666666666666664,42.5,62.0,187,91,29,5000000
Hiram Mier,55.5,67.28571428571429,CB,76.0,61.5,47.0,60.333333333333336,182,74,32,2900000
Ramiro Funes Mori,66.5,64.14285714285714,CB,74.0,65.0,53.125,66.0,186,79,30,3500000
Jonathan Mensah,54.0,66.42857142857143,CB,74.5,61.333333333333336,50.25,60.666666666666664,188,83,31,3500000
Stefan Bell,49.5,50.714285714285715,CB,76.5,61.5,43.75,54.666666666666664,192,88,30,3500000
Gönen,68.0,74.71428571428571,CB,70.0,68.33333333333333,50.875,68.33333333333333,176,75,31,3100000
Phil Jones,55.5,55.285714285714285,CB,74.5,64.66666666666667,51.25,64.33333333333333,185,71,29,3500000
Gary Medel,65.0,42.285714285714285,CB,0.0,33.5,43.875,63.0,171,76,34,
Nick Viergever,67.0,69.28571428571429,CB,74.5,68.33333333333333,52.0,67.33333333333333,183,77,32,2900000
Bram Nuytinck,57.0,46.714285714285715,CB,78.5,63.666666666666664,46.75,54.0,190,82,31,2900000
Shane Duffy,50.0,24.428571428571427,CB,0.0,38.0,37.0,32.666666666666664,193,76,29,
Vincent Manceau,73.5,66.28571428571429,CB,76.0,68.83333333333333,51.625,74.66666666666667,176,70,32,3100000
Serdar Aziz,54.0,71.57142857142857,CB,76.0,60.333333333333336,41.125,57.333333333333336,183,86,30,3500000
Leon Balogun,61.0,66.57142857142857,CB,73.0,62.5,50.25,62.666666666666664,190,88,33,2000000
Carlos Irshad,66.5,64.42857142857143,CB,73.5,63.5,47.625,65.0,185,77,32,2900000
Tamás Kádár,61.5,71.85714285714286,CB,73.5,65.0,38.375,70.33333333333333,188,84,31,2900000
Ivan Radovanović,68.0,61.285714285714285,CB,74.5,71.83333333333333,63.625,69.33333333333333,187,80,33,2700000
Bernardo Espinosa,53.5,55.857142857142854,CB,72.0,62.166666666666664,50.5,60.666666666666664,192,85,32,2900000
Juan Cala,60.0,68.85714285714286,CB,74.5,60.166666666666664,56.5,66.66666666666667,185,78,31,2900000
Chris Basham,63.5,64.85714285714286,CB,74.5,67.0,46.25,64.0,190,80,33,2700000
Martin Kelly,62.5,56.857142857142854,CB,76.5,62.0,50.75,66.0,191,77,31,2900000
Andrea Ranocchia,62.5,48.0,CB,77.5,61.5,38.875,59.0,195,81,33,2000000
Paul Baysse,60.0,59.142857142857146,CB,74.5,67.0,49.0,63.666666666666664,185,83,33,2000000
Gary Cahill,57.5,37.142857142857146,CB,77.0,67.16666666666667,54.625,49.333333333333336,193,88,35,1100000
Juan Manuel Insaurralde,58.0,64.71428571428571,CB,70.5,69.66666666666667,53.875,60.333333333333336,188,87,37,750000
Sinaly Diomande,60.5,67.14285714285714,CB,72.5,64.5,51.625,62.333333333333336,184,74,20,6000000
Sebastián Cáceres,58.5,68.42857142857143,CB,76.0,57.333333333333336,42.625,59.0,180,77,22,6500000
Flavius Daniliuc,62.5,61.0,CB,74.0,65.33333333333333,44.375,63.333333333333336,188,80,20,6000000
Adonis Frías,65.0,70.14285714285714,CB,72.5,67.33333333333333,41.375,59.0,180,77,23,4400000
Maracás,56.5,71.57142857142857,CB,75.5,56.0,38.25,56.333333333333336,184,71,27,3500000
David Carmo,44.5,47.0,CB,76.5,58.666666666666664,35.625,46.0,196,89,22,6500000
Vivian,25.0,70.71428571428571,CB,0.0,22.666666666666668,34.0,36.666666666666664,183,83,22,
Nico Schlotterbeck,54.0,65.57142857142857,CB,76.5,58.0,38.375,48.333333333333336,191,86,21,6500000
Edgar,29.5,52.857142857142854,CB,72.5,68.16666666666667,44.125,16.333333333333332,193,78,24,
Boubakar Kouyaté,58.5,67.14285714285714,CB,72.5,54.5,43.375,54.333333333333336,192,78,24,4400000
Robert Rojas,61.5,77.0,CB,73.5,67.16666666666667,51.0,62.666666666666664,176,75,25,3800000
Odilon Kossounou,66.5,71.14285714285714,CB,73.0,60.333333333333336,35.25,63.333333333333336,191,79,20,6000000
Igor Diveev,60.5,60.57142857142857,CB,75.5,49.833333333333336,45.375,60.333333333333336,193,85,22,6500000
Denys Popov,51.5,64.14285714285714,CB,74.5,56.166666666666664,38.5,50.333333333333336,187,77,22,6500000
Juan Gabriel Rodríguez,65.0,69.71428571428571,CB,72.0,64.66666666666667,44.875,60.666666666666664,185,81,27,3100000
Catena,49.0,69.0,CB,75.0,60.333333333333336,42.5,56.666666666666664,194,82,26,3500000
Albert Vallci,56.0,72.0,CB,69.5,64.5,61.125,60.333333333333336,191,82,26,3700000
Marc Guéhi,63.5,69.28571428571429,CB,75.5,58.0,37.25,52.333333333333336,185,75,21,6000000
Nahuel Tenaglia,71.0,73.0,CB,71.0,71.66666666666667,43.75,64.66666666666667,181,70,25,4200000
Nathaniel Phillips,50.0,61.857142857142854,CB,74.5,57.833333333333336,38.75,51.333333333333336,190,84,24,4400000
Ousseynou Ba,55.5,71.57142857142857,CB,72.0,56.666666666666664,38.75,48.0,192,84,25,3800000
Miha Blažič,15.5,52.142857142857146,CB,0.0,36.833333333333336,29.5,54.333333333333336,185,81,28,
Marco Friedl,66.0,68.28571428571429,CB,76.5,63.5,46.125,64.33333333333333,187,82,23,4200000
Jordan Torunarigha,64.5,71.0,CB,74.5,65.5,38.125,66.0,191,80,24,6500000
Michael Ngadeu,49.0,63.285714285714285,CB,71.0,64.5,45.625,55.0,190,93,30,2500000
Martin Hongla,76.0,80.0,CB,65.0,68.16666666666667,64.5,70.66666666666667,181,77,23,6500000
Anel Ahmedhodžić,62.0,70.85714285714286,CB,68.5,64.5,41.75,60.0,192,84,22,6500000
Erick Cabaco,53.5,63.0,CB,75.0,60.333333333333336,41.5,52.666666666666664,186,75,26,4000000
Roberto Soira,66.0,53.42857142857143,CB,76.0,61.0,55.75,49.0,187,83,25,2900000
Nildo Reisão,47.5,59.142857142857146,CB,76.0,63.666666666666664,41.625,66.0,191,90,25,3000000
Jorge Praceira,62.0,66.71428571428571,CB,75.5,57.166666666666664,48.75,58.333333333333336,180,74,29,2500000
Victor Nelsson,64.0,74.0,CB,72.5,63.333333333333336,46.75,63.666666666666664,185,78,23,6500000
Filip Stojković,65.0,72.85714285714286,CB,70.5,66.0,47.625,72.33333333333333,180,76,28,2800000
Wout Faes,59.0,61.57142857142857,CB,73.5,60.833333333333336,41.625,57.333333333333336,187,82,23,5500000
Panagiotis Retsos,56.0,66.0,CB,75.5,61.333333333333336,38.5,65.33333333333333,186,79,23,4400000
Luan Peres,0.0,70.0,CB,74.5,53.333333333333336,30.0,70.66666666666667,190,79,27,
Diogo Leite,57.0,63.857142857142854,CB,75.0,58.5,41.0,49.0,188,73,22,6500000
Mardial Cunha,51.5,65.71428571428571,CB,78.5,57.333333333333336,49.875,63.666666666666664,183,77,21,3100000
Akito Fukumori,67.5,57.142857142857146,CB,73.0,71.5,70.375,75.33333333333333,183,75,28,2600000
Federico Ricca,66.0,72.42857142857143,CB,72.5,65.66666666666667,49.125,64.33333333333333,178,73,26,3500000
Timothy Fosu-Mensah,65.0,72.57142857142857,CB,73.0,66.83333333333333,56.5,66.33333333333333,185,80,23,6000000
Toni Lato,70.5,57.285714285714285,CB,69.0,66.66666666666667,56.0,75.33333333333333,171,64,23,4500000
Kelvin Amian,67.0,78.14285714285714,CB,73.0,68.0,52.0,65.66666666666667,180,78,23,3900000
Trevoh Chalobah,70.5,65.71428571428571,CB,71.5,64.83333333333333,46.0,64.66666666666667,191,84,22,5500000
Mouctar Diakhaby,58.5,63.285714285714285,CB,73.5,64.83333333333333,41.75,51.666666666666664,189,78,24,4400000
Enaldo Toxeto,65.0,67.71428571428571,CB,74.0,60.333333333333336,56.625,67.0,181,79,37,550000
Guto Costinho,62.0,65.28571428571429,CB,74.0,62.166666666666664,42.75,56.666666666666664,179,77,33,1500000
Osvaldão Murilo,53.5,61.42857142857143,CB,77.0,61.166666666666664,53.875,57.666666666666664,185,81,21,3100000
Hugo Goiteira,52.5,52.285714285714285,CB,75.5,60.333333333333336,53.125,59.0,190,88,29,2500000
